Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
50;12620;28,36;-13,73;5788;-17056;2224;-1188;-9;-221;0,0;0,0;0,17
50;12640;28,78;-11,39;-11248;-16008;7624;-973;-2781;142;0,0;0,0;0,17
50;12660;28,67;-8,87;-6352;-15204;4080;-840;-1096;443;0,0;0,0;0,17
50;12680;28,66;-11,78;9620;-17180;-276;-877;2732;156;0,0;0,0;0,17
50;12700;28,39;-14,23;7076;-17044;1816;-1248;404;-257;0,0;0,0;0,17
50;12720;28,86;-11,71;-12316;-15984;7180;-987;-2618;77;0,0;0,0;0,17
50;12740;28,9;-9,04;-7884;-15404;4360;-849;-1026;316;0,0;0,0;0,17
50;12760;29,34;-12,18;13560;-15780;-2072;-858;2919;27;0,0;0,0;0,17
50;12780;29,12;-14,59;7572;-16872;1948;-1200;715;-434;0,0;0,0;0,17
50;12800;29,6;-11,98;-12272;-15496;6768;-925;-2393;29;0,0;0,0;0,17
50;12820;29,66;-9,26;-8436;-15816;4596;-777;-698;260;0,0;0,0;0,17
50;12840;30,16;-12,35;14476;-15808;-2080;-796;3125;-94;0,0;0,0;0,17
50;12860;29,93;-14,78;7676;-17172;1748;-1042;932;-427;0,0;0,0;0,17
50;12880;30,41;-12,19;-12096;-15008;6576;-832;-2548;-166;0,0;0,0;0,17
50;12900;30,61;-9,47;-9624;-15336;5100;-739;-1069;240;0,0;0,0;0,17
50;12920;31,08;-12,54;14340;-16028;-2012;-689;3134;-84;0,0;0,0;0,17
50;12940;30,9;-14,98;8232;-17016;1808;-906;932;-456;0,0;0,0;0,17
50;12960;31,29;-12,35;-11412;-15084;5920;-708;-2670;-100;0,0;0,0;0,17
50;12980;31,01;-9,62;-5628;-15576;3376;-483;213;230;0,0;0,0;0,17
50;13000;31,4;-12,69;13592;-16392;-1980;-546;3116;-60;0,0;0,0;0,17
50;13020;31,26;-14,97;8448;-17156;2568;-811;725;-346;0,0;0,0;0,17
50;13040;31,39;-12,44;-8604;-14768;4908;-600;-2771;-24;0,0;0,0;0,17
50;13060;31,27;-9,46;-6752;-14704;2876;-342;-325;275;0,0;0,0;0,17
50;13080;31,56;-12,46;12748;-16596;-1292;-446;2928;24;0,0;0,0;0,17
50;13100;31,44;-14,68;8600;-17460;2836;-592;899;-333;0,0;0,0;0,17
50;13120;31,43;-12,26;-7108;-14792;4596;-453;-2602;33;0,0;0,0;0,17
50;13140;31,34;-9,36;-6856;-14752;3048;-197;-742;361;0,0;0,0;0,17
50;13160;31,56;-12,25;11960;-16752;-472;-288;2803;101;0,0;0,0;0,17
50;13180;31,38;-14,62;8172;-17716;1996;-381;1111;-277;0,0;0,0;0,17
50;13200;31,29;-12,15;-6652;-15092;4092;-314;-2582;1;0,0;0,0;0,17
50;13220;31,18;-9,19;-6972;-15136;2708;-74;-1122;503;0,0;0,0;0,17
50;13240;31,33;-12,04;10944;-16852;-156;-128;2615;109;0,0;0,0;0,17
50;13260;31,25;-14,43;8584;-16832;1932;-244;1318;-196;0,0;0,0;0,17
50;13280;31,71;-12,06;-11804;-16192;7768;-75;-2779;219;0,0;0,0;0,17
50;13300;31,6;-9,24;-7020;-15600;3184;67;-1268;448;0,0;0,0;0,17
50;13320;31,72;-12,26;10492;-16880;-856;38;2267;239;0,0;0,0;0,17
50;13340;31,76;-14,93;9808;-16584;920;-95;1259;-248;0,0;0,0;0,17
50;13360;32,28;-12,53;-12480;-16064;8052;15;-2768;165;0,0;0,0;0,17
50;13380;32,31;-9,73;-8220;-15780;3964;198;-1284;470;0,0;0,0;0,17
50;13400;32,4;-12,88;10412;-16996;-1396;135;2260;190;0,0;0,0;0,17
50;13420;32,57;-15,62;11064;-16152;676;-31;1221;-171;0,0;0,0;0,17
50;13440;33,1;-13,13;-12980;-15916;8000;80;-2746;117;0,0;0,0;0,17
50;13460;33,24;-10,49;-9012;-15740;5140;262;-1487;481;0,0;0,0;0,17
50;13480;33,11;-13,67;8468;-17144;-1408;232;2354;204;0,0;0,0;0,17
50;13500;33,18;-16,24;10132;-15812;1248;-117;1260;-221;0,0;0,0;0,17
50;13520;33,18;-14,67;-4908;-15336;7580;58;-2350;138;0,0;0,0;0,17
50;13540;32,83;-13,13;-3224;-15556;5072;193;-2089;341;0,0;0,0;0,17
50;13560;32,36;-15,52;5240;-16932;1064;220;1438;91;0,0;0,0;0,17
50;13580;31,77;-17,64;4140;-16300;1256;-16;1499;-117;0,0;0,0;0,17
50;13600;31,84;-15,25;-7592;-15532;5804;-13;-2124;46;0,0;0,0;0,17
50;13620;31,42;-13,69;-2736;-15204;4400;83;-1931;293;0,0;0,0;0,17
50;13640;31,0;-15,94;5460;-16780;1348;121;1705;45;0,0;0,0;0,17
50;13660;30,52;-17,78;4676;-16380;2060;-152;1526;-266;0,0;0,0;0,17
50;13680;30,6;-15,39;-7496;-15380;5776;-106;-2154;12;0,0;0,0;0,17
50;13700;30,18;-13,54;-3168;-15184;3920;-38;-1871;288;0,0;0,0;0,17
50;13720;29,74;-15,37;4740;-16608;2296;-25;1442;120;0,0;0,0;0,17
50;13740;29,37;-16,92;5148;-17012;3320;-314;1061;-312;0,0;0,0;0,17
50;13760;29,45;-14,43;-7612;-15408;5220;-150;-2286;51;0,0;0,0;0,17
50;13780;29,27;-11,69;-6124;-15324;3308;-162;-1494;292;0,0;0,0;0,17
50;13800;29,52;-14,79;11360;-16312;-1772;-201;2433;66;0,0;0,0;0,17
50;13820;29,47;-16,82;8728;-17356;3320;-367;1037;-316;0,0;0,0;0,17
50;13840;29,58;-14,31;-7588;-14520;5112;-317;-2225;-73;0,0;0,0;0,17
50;13860;29,89;-11,33;-11368;-15960;4544;-314;-1500;294;0,0;0,0;0,17
50;13880;29,94;-14,32;9968;-16812;-1208;-252;2764;123;0,0;0,0;0,17
50;13900;30,04;-16,65;10708;-17192;2324;-438;1382;-299;0,0;0,0;0,17
50;13920;29,78;-14,73;-3952;-14040;4672;-471;-1971;-166;0,0;0,0;0,17
50;13940;30,18;-11,97;-12196;-16252;6220;-410;-1813;305;0,0;0,0;0,17
50;13960;30,07;-14,65;8908;-17304;196;-341;2603;84;0,0;0,0;0,17
50;13980;30,16;-17,08;10340;-16564;1548;-423;1575;-242;0,0;0,0;0,17
50;14000;29,57;-16,05;-1124;-14240;3712;-628;-1977;-152;0,0;0,0;0,17
50;14020;29,74;-13,09;-9156;-14800;4160;-375;-1232;389;0,0;0,0;0,17
50;14040;29,46;-15,47;7092;-17436;1184;-412;2177;195;0,0;0,0;0,17
50;14060;29,64;-18,27;11340;-16360;-396;-531;1777;-275;0,0;0,0;0,17
50;14080;28,94;-18,39;904;-15524;3320;-812;-1478;-124;0,0;0,0;0,17
50;14100;29,24;-15,53;-10532;-15528;5304;-481;-1826;410;0,0;0,0;0,17
50;14120;28,71;-17,31;4408;-17116;2000;-435;1770;289;0,0;0,0;0,17
50;14140;29,05;-20,19;12324;-15780;-1520;-567;2295;-146;0,0;0,0;0,17
50;14160;28,4;-21,25;2636;-15988;2832;-808;-792;-165;0,0;0,0;0,17
50;14180;28,74;-18,5;-10800;-16152;6508;-588;-1959;368;0,0;0,0;0,17
50;14200;27,94;-19,57;1912;-17016;1668;-478;1653;328;0,0;0,0;0,17
50;14220;28,31;-22,38;12376;-15704;-1584;-524;2502;-94;0,0;0,0;0,17
50;14240;28,16;-20,44;-4424;-15112;5844;-779;-1995;-114;0,0;0,0;0,17
50;14260;28,54;-17,75;-10856;-15800;6832;-579;-2068;329;0,0;0,0;0,17
50;14280;27,76;-16,67;-412;-17220;2572;-464;1187;207;0,0;0,0;0,17
50;14300;28,2;-19,6;13080;-15732;-2020;-550;2489;-133;0,0;0,0;0,17
50;14320;27,83;-17,99;-2668;-14860;4716;-760;-1744;-99;0,0;0,0;0,17
50;14340;28,28;-15,46;-11352;-15908;7484;-612;-2500;269;0,0;0,0;0,17
50;14360;27,67;-13,56;-2128;-17044;3272;-461;691;312;0,0;0,0;0,17
50;14380;28,15;-16,48;13676;-15864;-1780;-461;2841;-26;0,0;0,0;0,17
50;14400;27,57;-16,19;316;-15604;3988;-769;-1165;-251;0,0;0,0;0,17
50;14420;28,02;-13,73;-11464;-16484;8000;-574;-2192;216;0,0;0,0;0,17
50;14440;27,56;-11,54;-3372;-16980;3712;-401;482;251;0,0;0,0;0,17
50;14460;28,07;-14,55;14544;-16532;-1796;-486;2302;-245;0,0;0,0;0,17
50;14480;27,48;-15,77;2716;-15808;2816;-696;-723;-255;0,0;0,0;0,17
50;14500;28,14;-13,32;-13588;-16352;9580;-494;-2174;80;0,0;0,0;0,17
50;14520;27,92;-10,54;-5672;-16092;3348;-279;-14;307;0,0;0,0;0,17
50;14540;28,53;-13,62;14924;-15376;-2308;-422;2471;-151;0,0;0,0;0,17
50;14560;28,09;-15,5;4572;-16124;2540;-685;-639;-271;0,0;0,0;0,17
50;14580;28,78;-13,01;-14400;-16200;9196;-410;-2576;152;0,0;0,0;0,17
50;14600;28,63;-10,17;-6300;-15580;3240;-247;-596;366;0,0;0,0;0,17
50;14620;29,24;-13,35;15024;-15624;-2932;-331;2378;-38;0,0;0,0;0,17
50;14640;28,94;-15,68;6528;-16964;1968;-647;-350;-279;0,0;0,0;0,17
50;14660;29,58;-13,1;-14584;-16532;8564;-368;-2634;117;0,0;0,0;0,17
50;14680;29,17;-10,94;-3556;-16256;3968;-146;551;338;0,0;0,0;0,17
50;14700;29,66;-14,15;13424;-15544;-3116;-271;2628;-32;0,0;0,0;0,17
50;14720;29,49;-16,43;7820;-17008;2176;-635;344;-326;0,0;0,0;0,17
50;14740;29,99;-13,89;-12272;-16104;7712;-273;-2466;11;0,0;0,0;0,17
50;14760;29,53;-11,59;-3536;-16188;3416;-125;150;310;0,0;0,0;0,17
50;14780;30,01;-14,72;13864;-15960;-2724;-178;2643;51;0,0;0,0;0,17
50;14800;29,96;-17,01;8804;-16600;2200;-487;597;-201;0,0;0,0;0,17
50;14820;30,31;-14,65;-10060;-15528;7180;-323;-3096;-3;0,0;0,0;0,17
50;14840;30,11;-11,78;-6256;-16044;3216;-52;-739;313;0,0;0,0;0,17
50;14860;30,52;-14,95;13208;-16096;-2768;-165;2390;102;0,0;0,0;0,17
50;14880;30,54;-17,4;9752;-16556;1440;-426;1089;-233;0,0;0,0;0,17
50;14900;31,04;-15,05;-12232;-16428;9016;-262;-2969;179;0,0;0,0;0,17
50;14920;31,03;-12,22;-7908;-16072;4180;-34;-961;497;0,0;0,0;0,17
50;14940;31,25;-15,32;11576;-16572;-2128;-78;2417;166;0,0;0,0;0,17
50;14960;31,43;-18,0;11108;-15832;352;-324;1261;-218;0,0;0,0;0,17
60;14980;31,51;-23,72;1828;-15992;4080;481;311;0;0,0;0,0;0,17
60;15000;30,68;-25,07;3676;-16648;3872;656;1002;17;0,0;0,0;0,17
60;15020;29,67;-25,99;2616;-17032;3284;758;751;-260;0,0;0,0;0,17
60;15040;28,76;-24,01;-408;-16416;3996;870;535;-185;0,0;0,0;0,17
60;15060;27,81;-21,52;-1004;-16244;3228;995;228;-1;0,0;0,0;0,17
60;15080;27,05;-19,87;-556;-16380;3940;1025;-592;105;0,0;0,0;0,17
60;15100;26,55;-18,12;-1076;-16092;4800;1067;-1140;118;0,0;0,0;0,17
60;15120;26,18;-19,2;2996;-15636;4220;1232;-741;270;0,0;0,0;0,17
60;15140;25,94;-20,78;4164;-15912;4100;1281;-821;152;0,0;0,0;0,17
60;15160;25,69;-21,64;3188;-15968;4684;1339;-805;128;0,0;0,0;0,17
60;15180;25,27;-21,22;952;-15880;4408;1409;-280;157;0,0;0,0;0,17
60;15200;24,79;-21,98;2464;-16788;3320;1526;909;29;0,0;0,0;0,17
60;15220;24,3;-21,85;1304;-16628;3652;1511;647;-45;0,0;0,0;0,17
60;15240;23,93;-20,19;-840;-16256;4292;1511;604;28;0,0;0,0;0,17
60;15260;23,83;-16,92;-4096;-15896;4028;1495;488;-47;0,0;0,0;0,17
60;15280;23,41;-16,15;56;-15812;3808;1524;-112;51;0,0;0,0;0,17
60;15300;23,18;-15,99;928;-15848;4716;1475;-867;228;0,0;0,0;0,17
60;15320;22,99;-15,48;192;-15452;4932;1424;-1348;109;0,0;0,0;0,17
60;15340;22,88;-16,62;3248;-15260;4160;1508;-1032;345;0,0;0,0;0,17
60;15360;22,86;-17,98;4176;-15692;4304;1476;-895;306;0,0;0,0;0,17
60;15380;22,91;-19,21;4456;-15732;4852;1412;-857;170;0,0;0,0;0,17
60;15400;22,72;-19,63;2236;-15492;4360;1386;-456;2;0,0;0,0;0,17
60;15420;22,39;-19,05;584;-15944;3916;1373;1067;60;0,0;0,0;0,17
60;15440;22,0;-18,16;64;-16248;3664;1296;1038;45;0,0;0,0;0,17
60;15460;21,73;-16,8;-820;-16120;4312;1199;855;-197;0,0;0,0;0,17
60;15480;21,57;-14,83;-2284;-15756;4548;1072;680;38;0,0;0,0;0,17
60;15500;21,37;-13,06;-1932;-15396;4288;964;385;14;0,0;0,0;0,17
60;15520;21,12;-12,45;12;-15424;4456;865;-25;197;0,0;0,0;0,17
60;15540;20,94;-12,48;1092;-15304;4760;754;-605;295;0,0;0,0;0,17
60;15560;20,85;-12,34;792;-15200;5404;631;-815;40;0,0;0,0;0,17
60;15580;20,81;-13,25;3172;-15008;4920;542;-925;186;0,0;0,0;0,17
60;15600;20,81;-14,66;4504;-15320;4404;474;-734;143;0,0;0,0;0,17
60;15620;20,75;-15,74;3748;-15260;4604;337;-752;84;0,0;0,0;0,17
60;15640;20,45;-15,12;136;-15640;4456;235;168;-128;0,0;0,0;0,17
60;15660;20,13;-14,29;-212;-15464;4244;134;523;-57;0,0;0,0;0,17
60;15680;19,8;-13,76;328;-15704;4200;26;781;-182;0,0;0,0;0,17
60;15700;19,42;-12,69;-596;-16076;3912;-93;888;-66;0,0;0,0;0,17
60;15720;19,28;-10,62;-3120;-15316;4656;-314;819;-110;0,0;0,0;0,17
60;15740;19,16;-8,51;-3408;-15204;4424;-425;520;-74;0,0;0,0;0,17
60;15760;18,98;-7,68;-804;-15204;5312;-556;267;242;0,0;0,0;0,17
60;15780;18,74;-7,34;164;-15276;4960;-669;-114;203;0,0;0,0;0,17
60;15800;18,57;-7,82;1772;-14924;5056;-782;-923;251;0,0;0,0;0,17
60;15820;18,27;-8,29;1472;-14900;4240;-923;-1041;348;0,0;0,0;0,17
60;15840;18,21;-9,41;3636;-14936;4932;-987;-785;126;0,0;0,0;0,17
60;15860;17,98;-9,88;2012;-15532;4756;-1057;-61;158;0,0;0,0;0,17
60;15880;17,69;-10,04;1384;-15836;4684;-1156;265;63;0,0;0,0;0,17
60;15900;17,32;-8,94;-988;-15656;4072;-1236;644;-24;0,0;0,0;0,17
60;15920;17,0;-8,24;-260;-15712;4516;-1324;1057;23;0,0;0,0;0,17
60;15940;16,73;-6,93;-1532;-15660;4620;-1416;1223;-157;0,0;0,0;0,17
60;15960;16,5;-5,38;-2316;-15924;4596;-1506;827;115;0,0;0,0;0,17
60;15980;16,23;-3,86;-2256;-15796;4140;-1588;404;125;0,0;0,0;0,17
60;16000;15,97;-2,98;-1144;-15648;4608;-1636;242;14;0,0;0,0;0,17
60;16020;15,77;-2,91;272;-14996;5072;-1708;-739;275;0,0;0,0;0,17
60;16040;15,53;-3,06;736;-15292;4848;-1741;-726;242;0,0;0,0;0,17
60;16060;15,34;-3,68;1760;-15172;4772;-1775;-716;45;0,0;0,0;0,17
60;16080;15,3;-4,8;3520;-15256;5232;-1797;-514;213;0,0;0,0;0,17
60;16100;15,32;-6,16;4480;-15752;4968;-1767;93;-66;0,0;0,0;0,17
60;16120;15,26;-7,32;4008;-16104;4924;-1764;448;-111;0,0;0,0;0,17
60;16140;15,06;-8,11;2556;-16044;4316;-1767;569;-261;0,0;0,0;0,17
60;16160;14,69;-6,86;-1216;-16360;3496;-1728;900;-104;0,0;0,0;0,17
60;16180;14,47;-5,66;-1516;-16016;4356;-1699;865;-140;0,0;0,0;0,17
60;16200;14,34;-3,61;-3536;-16352;3940;-1689;642;-165;0,0;0,0;0,17
60;16220;14,33;-1,07;-5132;-15984;3396;-1684;432;-37;0,0;0,0;0,17
60;16240;14,15;-0,06;-1672;-15432;4284;-1667;-235;227;0,0;0,0;0,17
60;16260;14,03;0,19;-320;-15616;4948;-1652;-544;127;0,0;0,0;0,17
60;16280;13,94;-0,12;940;-15432;5192;-1618;-738;100;0,0;0,0;0,17
60;16300;13,82;-0,57;1144;-15316;4652;-1525;-731;201;0,0;0,0;0,17
60;16320;13,92;-2,36;4940;-15824;4276;-1425;-312;7;0,0;0,0;0,17
60;16340;13,99;-3,84;4408;-16064;4592;-1342;130;111;0,0;0,0;0,17
60;16360;13,94;-4,66;2608;-16256;4736;-1244;485;9;0,0;0,0;0,17
60;16380;13,76;-4,91;1160;-16092;4040;-1146;893;-148;0,0;0,0;0,17
60;16400;13,54;-4,13;-640;-16408;3656;-1036;1042;-191;0,0;0,0;0,17
60;16420;13,52;-2,3;-3220;-16408;4064;-960;657;-271;0,0;0,0;0,17
60;16440;13,58;-0,21;-4104;-16352;3920;-878;521;-56;0,0;0,0;0,17
60;16460;13,49;0,71;-1500;-15624;4072;-766;-239;-61;0,0;0,0;0,17
60;16480;13,42;0,87;-176;-15748;4392;-726;-668;51;0,0;0,0;0,17
60;16500;13,46;0,64;572;-15480;4996;-645;-876;-18;0,0;0,0;0,17
60;16520;13,43;0,22;912;-15664;4352;-509;-833;56;0,0;0,0;0,17
60;16540;13,55;-1,56;4132;-16044;3816;-380;-468;7;0,0;0,0;0,17
60;16560;13,62;-2,65;2708;-16060;4336;-251;-146;-145;0,0;0,0;0,17
60;16580;13,56;-3,18;1352;-16064;3812;-176;323;-95;0,0;0,0;0,17
60;16600;13,49;-3,18;540;-16224;3892;-65;803;-196;0,0;0,0;0,17
60;16620;13,44;-2,44;-756;-16424;3960;6;822;-199;0,0;0,0;0,17
60;16640;13,5;-1,18;-1996;-16184;4324;56;652;-47;0,0;0,0;0,17
60;16660;13,64;0,55;-3312;-16020;4140;130;295;-21;0,0;0,0;0,17
60;16680;13,67;0,67;-176;-16040;4388;196;-874;330;0,0;0,0;0,17
60;16700;13,71;0,55;164;-15912;4428;255;-1350;388;0,0;0,0;0,17
60;16720;13,7;0,62;-160;-15552;3844;329;-1328;318;0,0;0,0;0,17
60;16740;13,67;-0,29;1388;-15724;3364;437;-1268;177;0,0;0,0;0,17
60;16760;13,78;-1,74;2932;-15952;3744;502;-711;107;0,0;0,0;0,17
60;16780;13,91;-2,97;2760;-15920;3984;559;-240;43;0,0;0,0;0,17
60;16800;13,92;-3,22;820;-15976;3812;631;269;62;0,0;0,0;0,17
60;16820;13,95;-3,56;1088;-16152;3896;686;633;118;0,0;0,0;0,17
60;16840;14,04;-2,73;-1136;-16256;4476;671;344;100;0,0;0,0;0,17
60;16860;14,26;-1,41;-2516;-15772;4772;690;112;75;0,0;0,0;0,17
60;16880;14,52;0,12;-3252;-15780;4776;731;72;-3;0,0;0,0;0,17
60;16900;14,59;-0,3;820;-15588;4220;692;-968;104;0,0;0,0;0,17
60;16920;14,61;-0,83;896;-15504;3904;690;-1332;132;0,0;0,0;0,17
60;16940;14,74;-1,69;1720;-15272;4396;699;-1370;266;0,0;0,0;0,17
60;16960;14,92;-3,06;2916;-15480;4160;744;-1230;304;0,0;0,0;0,17
60;16980;15,05;-4,22;2612;-15428;4056;743;-534;149;0,0;0,0;0,17
60;17000;15,09;-4,42;756;-15520;4108;709;-114;24;0,0;0,0;0,17
60;17020;15,11;-4,19;116;-15760;4120;696;525;-178;0,0;0,0;0,17
60;17040;15,07;-3,79;-84;-16036;3832;667;1022;-231;0,0;0,0;0,17
60;17060;15,21;-2,38;-2392;-15932;4596;578;879;-235;0,0;0,0;0,17
60;17080;15,42;-0,48;-3788;-15732;4312;504;611;-70;0,0;0,0;0,17
60;17100;15,49;0,65;-1916;-15532;4324;478;448;-96;0,0;0,0;0,17
60;17120;15,56;-0,01;1376;-15552;4620;404;-871;89;0,0;0,0;0,17
60;17140;15,67;-0,81;1740;-15344;4788;320;-1046;234;0,0;0,0;0,17
60;17160;15,71;-1,53;1448;-15284;4348;289;-1010;291;0,0;0,0;0,17
60;17180;15,9;-3,02;3604;-15360;4496;273;-807;255;0,0;0,0;0,17
60;17200;15,98;-4,0;2440;-15620;4484;248;-335;158;0,0;0,0;0,17
60;17220;15,94;-4,04;508;-15792;4296;157;174;101;0,0;0,0;0,17
60;17240;15,84;-4,11;640;-15868;3872;110;772;-7;0,0;0,0;0,17
60;17260;15,7;-4,33;896;-16256;3616;43;1090;-90;0,0;0,0;0,17
60;17280;15,79;-2,75;-2888;-15468;4512;-80;517;-159;0,0;0,0;0,17
60;17300;15,95;-1,02;-3704;-15340;4636;-148;89;-126;0,0;0,0;0,17
60;17320;15,99;0,36;-2592;-15308;4292;-224;-32;65;0,0;0,0;0,17
60;17340;15,97;1,45;-2116;-15560;4308;-302;-420;156;0,0;0,0;0,17
60;17360;15,98;1,74;-696;-15020;4756;-362;-931;254;0,0;0,0;0,17
60;17380;15,97;0,94;1604;-15020;4492;-449;-680;252;0,0;0,0;0,17
60;17400;16,1;-0,79;4132;-15248;4292;-513;-391;211;0,0;0,0;0,17
60;17420;16,18;-2,13;3492;-15924;4676;-568;146;6;0,0;0,0;0,17
60;17440;16,06;-2,92;1864;-16120;4016;-606;477;-182;0,0;0,0;0,17
60;17460;15,94;-3,74;2052;-15920;3944;-673;952;-232;0,0;0,0;0,17
60;17480;15,85;-4,56;2188;-15960;4076;-754;1101;-172;0,0;0,0;0,17
60;17500;15,85;-3,19;-2444;-15656;4680;-836;512;-52;0,0;0,0;0,17
60;17520;15,78;-2,03;-1876;-15404;4292;-886;436;199;0,0;0,0;0,17
60;17540;15,66;-1,82;-104;-15408;4384;-940;116;270;0,0;0,0;0,17
60;17560;15,57;-2,11;724;-15244;4492;-1022;-537;190;0,0;0,0;0,17
60;17580;15,58;-2,26;416;-14860;5148;-1039;-995;188;0,0;0,0;0,17
60;17600;15,62;-3,56;3048;-15044;4488;-1047;-694;275;0,0;0,0;0,17
60;17620;15,59;-5,12;3352;-15528;3724;-1085;-643;217;0,0;0,0;0,17
60;17640;15,48;-5,48;1224;-15932;4428;-1090;334;19;0,0;0,0;0,17
60;17660;15,4;-6,01;1784;-15832;4448;-1106;931;24;0,0;0,0;0,17
60;17680;15,29;-7,03;2584;-15992;3756;-1132;1072;-36;0,0;0,0;0,17
60;17700;15,11;-6,97;520;-16228;4028;-1168;802;-194;0,0;0,0;0,17
60;17720;15,09;-5,13;-3216;-15868;4024;-1153;299;87;0,0;0,0;0,17
60;17740;15,05;-3,35;-3108;-15616;3848;-1157;186;96;0,0;0,0;0,17
60;17760;14,89;-2,45;-1260;-15656;3776;-1132;-21;-1;0,0;0,0;0,17
60;17780;14,81;-1,71;-1248;-15192;4312;-1149;-461;-50;0,0;0,0;0,17
60;17800;14,81;-2,17;1108;-15112;4780;-1155;-586;113;0,0;0,0;0,17
60;17820;14,9;-3,69;3716;-15444;4292;-1138;-360;176;0,0;0,0;0,17
60;17840;15,12;-5,55;5272;-15808;4264;-1085;-253;114;0,0;0,0;0,17
60;17860;15,29;-7,17;4648;-15772;4460;-1090;-245;-72;0,0;0,0;0,17
60;17880;15,18;-7,29;840;-15724;4140;-986;679;-301;0,0;0,0;0,17
60;17900;15,05;-7,79;1548;-16116;3788;-937;953;-217;0,0;0,0;0,17
60;17920;14,9;-7,67;448;-16284;3916;-901;869;-77;0,0;0,0;0,17
60;17940;14,89;-6,28;-2192;-15988;4392;-885;607;4;0,0;0,0;0,17
60;17960;15,0;-4,1;-4336;-15936;3848;-875;275;-3;0,0;0,0;0,17
60;17980;14,92;-3,04;-1560;-15848;3936;-807;135;116;0,0;0,0;0,17
60;18000;14,89;-2,36;-1112;-15784;4452;-777;-259;299;0,0;0,0;0,17
60;18020;15,01;-2,38;192;-14996;5292;-729;-721;259;0,0;0,0;0,17
60;18040;14,92;-2,95;1108;-15360;3800;-683;-619;194;0,0;0,0;0,17
60;18060;15,18;-4,99;5384;-15896;3880;-580;-448;268;0,0;0,0;0,17
60;18080;15,47;-6,92;5624;-16120;4264;-535;-449;166;0,0;0,0;0,17
60;18100;15,46;-7,68;2048;-15904;4108;-490;268;14;0,0;0,0;0,17
60;18120;15,32;-7,85;812;-16056;3468;-405;673;-134;0,0;0,0;0,17
60;18140;15,24;-8,53;1796;-16572;3588;-318;841;34;0,0;0,0;0,17
60;18160;15,15;-8,37;388;-16504;3948;-300;706;24;0,0;0,0;0,17
60;18180;15,35;-6,28;-4092;-15808;4156;-250;275;-53;0,0;0,0;0,17
60;18200;15,41;-4,65;-2760;-15792;3956;-194;43;46;0,0;0,0;0,17
60;18220;15,45;-4,11;-808;-15876;4572;-160;-459;298;0,0;0,0;0,17
60;18240;15,53;-3,73;-632;-15768;4856;-138;-962;200;0,0;0,0;0,17
60;18260;15,55;-3,97;524;-15424;4288;-60;-1231;302;0,0;0,0;0,17
60;18280;15,66;-5,3;2896;-15740;4144;8;-1099;179;0,0;0,0;0,17
60;18300;15,82;-6,88;3696;-15864;3952;54;-883;254;0,0;0,0;0,17
60;18320;15,8;-7,2;1004;-15796;3920;116;-53;122;0,0;0,0;0,17
60;18340;15,74;-6,32;-924;-15808;3608;187;316;-95;0,0;0,0;0,17
60;18360;15,7;-5,66;-568;-16320;3888;218;767;41;0,0;0,0;0,17
60;18380;15,73;-5,28;-48;-16324;4464;250;1090;-103;0,0;0,0;0,17
60;18400;15,85;-3,79;-2408;-15648;4332;209;1105;31;0,0;0,0;0,17
60;18420;16,06;-1,86;-3764;-15684;4252;235;897;-114;0,0;0,0;0,17
60;18440;16,26;-0,45;-2808;-15536;4780;239;642;-67;0,0;0,0;0,17
60;18460;16,36;-0,16;-364;-15800;5028;224;316;126;0,0;0,0;0,17
60;18480;16,44;-0,92;1500;-15532;4512;239;-885;236;0,0;0,0;0,17
60;18500;16,55;-2,15;2524;-15468;4260;241;-959;57;0,0;0,0;0,17
60;18520;16,66;-3,41;2664;-15544;4244;278;-997;284;0,0;0,0;0,17
60;18540;16,92;-5,07;4172;-15556;4500;289;-1122;99;0,0;0,0;0,17
60;18560;17,03;-6,24;2732;-15420;4256;300;-644;-80;0,0;0,0;0,17
60;18580;17,09;-6,78;1548;-15472;4364;332;-32;76;0,0;0,0;0,17
60;18600;17,08;-7,12;1212;-16040;4176;347;404;-97;0,0;0,0;0,17
60;18620;17,03;-7,35;984;-16156;3904;340;636;-11;0,0;0,0;0,17
60;18640;16,98;-6,19;-1444;-16108;3812;308;628;-53;0,0;0,0;0,17
60;18660;16,99;-5,14;-1416;-15800;4304;264;734;-57;0,0;0,0;0,17
60;18680;17,08;-3,78;-2300;-15644;4436;256;531;10;0,0;0,0;0,17
60;18700;17,14;-3,34;-652;-15228;4688;229;-390;105;0,0;0,0;0,17
60;18720;17,12;-3,23;-64;-15704;4304;195;-855;277;0,0;0,0;0,17
60;18740;17,17;-3,83;1332;-15420;4640;162;-1093;96;0,0;0,0;0,17
60;18760;17,16;-4,08;556;-15472;4376;138;-1196;147;0,0;0,0;0,17
60;18780;17,22;-5,33;2668;-15224;3976;159;-826;212;0,0;0,0;0,17
60;18800;17,31;-6,38;2564;-15360;4416;133;-602;-74;0,0;0,0;0,17
60;18820;17,38;-7,15;2128;-15584;4664;106;-264;-92;0,0;0,0;0,17
60;18840;17,31;-6,83;-60;-15728;4156;75;92;65;0,0;0,0;0,17
60;18860;17,24;-5,89;-1036;-16248;4124;14;1084;-103;0,0;0,0;0,17
