Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur
60;43,05;-0,49;-3504;-11860;10564;-153;-62;32;16,96
60;43,18;0,35;-3704;-11316;11464;-124;253;84;16,91
60;43,38;1,35;-4148;-10688;11696;-86;623;134;16,78
60;43,48;0,45;-1688;-10516;11328;4;1063;267;16,62
60;43,74;-0,81;9804;-11868;11148;30;137;188;16,46
60;44,07;-1,47;11436;-12056;10644;-17;-503;174;16,16
60;44,1;-1,74;5600;-12604;10696;-58;-1166;129;15,9
60;43,99;-1,61;936;-12440;10576;-16;-1326;93;15,95
60;44,05;-1,66;-3784;-12032;10964;-18;-268;37;15,98
60;44,26;-1,34;-3184;-11880;11204;-34;45;18;15,75
60;44,37;-0,32;-4804;-11484;11192;-30;363;38;15,7
60;44,4;0,36;-4136;-11172;11772;25;415;160;15,72
60;44,5;-0,48;2704;-11260;10024;132;1066;286;15,47
60;44,78;-2,11;6900;-11464;10312;151;721;98;15,31
60;45,09;-2,35;9804;-11976;11060;154;424;160;15,1
60;45,15;-2,81;13624;-11868;10208;184;-16;179;15,1
60;45,19;-3,47;-1436;-12208;10176;165;-1392;-128;14,73
60;45,33;-3,35;-6872;-12544;10840;185;-1285;-85;14,73
60;45,47;-2,17;-6484;-12644;11964;315;-696;-120;14,58
60;45,62;-1,55;-2060;-11868;11584;240;-270;-70;14,4
60;45,92;-1,84;-5796;-11452;10544;282;576;80;14,16
60;46,33;-1,99;-4188;-10948;12620;282;965;132;13,78
60;46,63;-1,48;-3096;-10356;12720;370;1229;71;13,54
60;46,75;-0,94;-160;-10376;11536;420;1265;234;13,37
60;47,24;-2,53;10476;-11360;10496;480;573;328;12,9
60;47,8;-4,83;15040;-11816;11056;464;28;132;12,49
60;48,18;-5,39;13188;-11608;11032;416;-746;321;12,09
60;48,28;-5,98;10044;-11432;10896;503;-1269;180;11,83
60;48,31;-4,85;-5056;-11880;11124;471;-1651;-57;11,68
60;48,58;-5,21;-5684;-12308;11376;482;-1351;74;11,46
60;48,6;-3,63;-6676;-12108;11012;531;-1168;-45;11,38
60;48,68;-2,41;-5144;-11148;11848;526;346;35;11,39
60;49,0;-2,99;-4044;-11004;12364;506;535;221;11,11
60;49,33;-2,87;-5820;-10884;12696;580;542;162;10,75
60;49,6;-1,45;-4660;-10860;11792;606;1032;147;10,46
60;49,65;-0,96;3316;-10592;10900;628;1919;388;10,4
60;49,95;-1,92;5992;-10248;11732;621;1498;371;10,13
60;50,21;-3,4;7080;-10668;11760;690;1492;344;9,91
60;50,37;-3,63;8552;-10868;10996;655;1096;336;9,78
60;50,46;-4,41;11856;-11632;9944;602;-1202;30;9,62
60;50,67;-6,25;10448;-11704;10584;639;-1361;-52;9,42
60;50,8;-6,69;9064;-11760;10612;639;-1337;87;9,29
60;50,82;-6,52;7408;-11172;11020;533;-1648;129;9,18
60;50,78;-5,81;-8380;-11492;11232;571;-1881;-198;9,27
60;51,05;-6,14;-6984;-11652;11672;608;-1424;-2;9,02
60;51,16;-4,74;-9532;-11344;11368;643;-1230;-246;8,89
60;51,34;-3,05;-9804;-11404;11780;626;-937;-234;8,78
60;51,57;-3,54;-4532;-10832;12064;567;209;-4;8,5
60;51,86;-3,13;-6200;-10688;11904;570;520;106;8,15
60;52,01;-1,65;-5528;-10528;12056;541;381;75;8,04
60;51,91;-1,26;-3424;-10780;11568;523;554;-222;8,1
60;52,15;-2,33;-3744;-10044;12176;622;2073;386;7,86
60;52,35;-1,73;-3504;-9628;12768;609;2192;58;7,76
60;52,58;-0,56;-1740;-9612;13064;597;2172;428;7,56
60;52,72;-1,68;-2636;-9916;12860;605;2228;21;7,31
60;52,97;-2,93;10620;-10496;10320;594;1367;441;7,13
60;53,13;-3,27;11776;-10436;9972;555;1208;75;7,04
60;53,39;-4,55;10800;-10420;9444;533;809;136;6,64
60;53,6;-6,54;10548;-10508;10456;528;780;338;6,49
60;53,94;-6,66;14476;-10480;13764;518;-1077;222;6,36
60;54,01;-7,29;13748;-10280;13096;482;-1204;98;6,19
60;54,39;-9,23;13924;-10192;12260;476;-1319;79;5,83
60;54,81;-9,96;14012;-10216;13412;444;-1387;113;5,47
60;54,65;-7,15;-6960;-11332;10128;405;-2384;95;5,2
60;54,63;-5,25;-7684;-11436;9356;420;-2346;-130;5,24
60;54,57;-5,35;-7560;-11600;9872;423;-2296;-156;5,34
60;54,67;-3,17;-8988;-11308;10584;369;-2283;138;5,26
60;54,75;-1,83;-3492;-10460;13552;340;-278;-269;5,26
60;55,07;-2,53;-3448;-10244;14072;341;-440;99;5,02
60;55,19;-2,57;-4448;-10132;13692;310;-183;-45;4,82
60;55,18;-1,78;-3532;-10428;13288;247;-9;-260;4,82
60;55,42;-1,74;-9292;-9624;11600;239;805;262;4,7
60;55,7;-1,53;-9372;-9920;11936;228;1246;-13;4,34
60;55,84;0,39;-8636;-9856;11780;203;1526;-102;4,21
60;55,83;2,11;-8040;-10112;11168;151;1175;-22;4,2
60;56,15;-0,01;764;-8668;13200;140;2355;478;3,88
60;56,35;-0,44;1460;-8812;13784;84;2642;88;3,72
60;56,52;0,24;1972;-8520;14312;69;2876;374;3,63
60;56,85;-0,1;-76;-8536;14048;46;2816;605;3,22
60;57,01;-2,18;11764;-9688;10708;26;1718;520;3,08
60;57,33;-3,48;10844;-9544;11372;-9;1934;361;2,71
60;57,43;-3,25;11020;-9656;10856;-50;2069;266;2,61
60;57,3;-3,98;9488;-9424;11800;-99;2328;257;2,77
60;57,58;-6,6;16684;-10436;10376;-139;277;599;2,53
60;57,82;-8,48;14596;-10280;10560;-126;535;469;2,27
60;57,9;-8,94;13256;-10244;10064;-146;635;106;2,16
60;58,17;-10,06;14576;-10432;10400;-220;1098;-5;1,88
60;58,39;-12,29;16852;-10240;11932;-278;-1362;455;1,76
60;58,64;-12,51;17384;-10404;12040;-271;-1116;227;1,54
60;58,82;-13,51;17080;-10612;11360;-298;-769;-145;1,28
60;59,05;-15,71;16208;-11056;10100;-338;-284;95;1,01
60;59,21;-15,19;13252;-10004;13984;-355;-2419;300;0,93
60;59,07;-14,41;15420;-10220;13044;-366;-2427;-185;1,03
60;59,32;-16,22;16576;-10072;13224;-424;-1829;-24;0,83
60;59,48;-16,6;16984;-10340;12480;-419;-1248;470;0,67
60;59,25;-16,1;2184;-10004;12400;-430;-3061;-214;0,58
60;58,91;-15,82;4160;-10144;12732;-435;-2930;-174;0,97
60;58,95;-16,87;7860;-10408;12668;-509;-2526;379;1,0
60;58,69;-15,32;9812;-10672;12804;-457;-2376;273;1,27
60;58,5;-14,61;-9628;-10664;11456;-394;-2646;-269;1,43
60;58,48;-14,77;-6240;-10624;12080;-449;-2667;-73;1,41
60;58,2;-11,87;-2860;-10884;11528;-454;-2672;323;1,56
60;57,92;-10,49;-3140;-10364;11532;-422;-2791;56;1,89
60;58,02;-10,1;-10628;-10944;12360;-373;-1422;-268;1,97
60;57,99;-7,94;-11360;-11064;10844;-380;-1808;134;1,95
60;57,91;-5,99;-10444;-10828;10988;-378;-1983;145;2,03
60;57,99;-6,14;-9548;-10584;11644;-293;-2300;-179;1,98
60;57,97;-5,32;-6324;-10328;13468;-356;-401;-61;1,97
60;57,86;-3,64;-9008;-10472;12280;-373;-713;154;2,1
60;58,01;-3,79;-9908;-10436;12868;-352;-1061;-206;2,0
60;58,02;-2,52;-11668;-10704;12160;-301;-1282;-347;1,98
60;57,93;-0,91;-6532;-10452;12460;-364;258;72;1,98
60;57,86;-0,94;-7124;-10256;13244;-385;79;-391;2,11
60;57,9;-0,28;-8484;-10212;12976;-313;-36;-43;2,07
60;57,84;1,17;-7588;-10312;13016;-274;-366;-8;2,13
60;57,98;0,94;-8472;-9692;12888;-342;854;-289;2,04
60;58,0;1,06;-7812;-10104;12592;-284;826;288;1,95
60;57,97;2,77;-7744;-10092;12936;-264;680;-264;2,01
60;57,75;2,79;-5928;-10212;12860;-284;290;-77;2,2
60;57,87;2,26;-9168;-9420;12540;-233;1485;-23;2,16
60;57,87;4,05;-10008;-9828;11616;-230;1423;101;2,14
60;57,78;5,46;-9112;-9888;12936;-243;1169;254;2,25
60;57,9;3,87;-7684;-10184;12464;-299;959;-144;2,05
60;57,9;4,45;-5136;-9268;12308;-189;2186;225;2,06
60;57,83;6,04;-5872;-9156;12376;-215;2273;540;2,16
60;57,88;5,24;-7128;-9796;12396;-268;2266;452;2,07
60;57,89;6,41;-8256;-9588;12800;-282;2032;141;2,12
60;57,93;6,97;4808;-8936;13892;-233;2666;125;2,12
60;57,76;5,26;4556;-8836;13504;-272;2823;242;2,26
60;57,86;4,61;1928;-8828;13884;-293;2974;441;2,16
60;57,92;5,83;-2056;-8724;13584;-312;2961;552;2,1
60;58,06;4,21;14024;-9504;12572;-310;2043;348;2,06
60;58,33;2,05;12520;-9248;12372;-334;2228;267;1,77
60;58,39;2,0;9444;-9076;12800;-364;2501;65;1,68
60;58,36;0,87;7500;-8780;13076;-378;2693;-113;1,68
60;58,61;-1,67;17328;-10232;11104;-393;473;-53;1,52
60;58,69;-1,82;15084;-10368;10764;-334;741;18;1,38
60;58,85;-3,31;13516;-10240;10920;-376;1155;137;1,17
60;58,96;-5,4;13504;-10124;11748;-386;1548;220;1,09
60;58,98;-5,7;15508;-10448;11508;-372;-881;327;1,11
60;58,95;-6,78;16096;-10536;11488;-363;-755;327;1,12
60;59,1;-8,97;15952;-10412;11368;-377;-609;156;0,99
60;59,15;-9,16;16516;-10588;11284;-423;-152;11;0,94
60;58,79;-8,1;8572;-10260;13116;-398;-2148;-72;1,16
60;58,65;-9,35;11980;-10524;12932;-390;-1940;237;1,38
60;58,76;-10,35;13692;-9848;12908;-382;-1737;491;1,35
60;58,63;-10,24;14400;-10416;12060;-420;-1681;163;1,43
60;58,45;-11,02;-736;-10556;11772;-425;-2728;-71;1,31
60;58,44;-12,02;2956;-10216;12552;-362;-2677;353;1,41
60;58,21;-9,91;4472;-10264;12788;-393;-2644;-38;1,67
60;57,88;-10,35;5556;-10248;12632;-437;-2579;-81;2,02
60;57,86;-9,51;-10636;-10972;10944;-352;-2416;203;2,07
60;57,69;-6,72;-7560;-11076;10304;-335;-2759;-324;2,11
60;57,45;-5,02;-5200;-10844;10504;-400;-2988;81;2,31
60;57,32;-5,57;-3368;-10592;11292;-374;-2825;-29;2,47
60;57,26;-2,61;-10708;-11012;11488;-269;-1675;-9;2,69
60;57,2;-0,67;-11580;-11052;11060;-298;-2030;-162;2,76
60;57,27;-0,87;-11652;-10800;10840;-322;-2310;-167;2,7
60;57,14;1,21;-8420;-10624;11108;-295;-2420;-16;2,76
60;57,15;3,04;-9720;-10484;12628;-282;-791;54;2,85
60;57,23;2,74;-10152;-10768;12552;-278;-910;-240;2,75
60;57,31;3,58;-11316;-10284;12988;-266;-1413;75;2,73
60;57,29;5,08;-9864;-10960;12348;-246;-1663;-232;2,67
60;57,36;4,28;-5692;-10048;13756;-345;102;243;2,61
60;57,35;4,44;-7144;-10260;13984;-300;-138;-288;2,64
60;57,38;5,76;-8540;-10272;13936;-284;-416;202;2,63
60;57,46;5,31;-9492;-10340;12944;-287;-825;-258;2,55
60;57,53;5,82;-8560;-9976;12128;-315;827;-37;2,44
60;57,44;7,18;-6556;-10020;13344;-321;642;325;2,54
60;57,39;6,84;-6456;-10112;13888;-373;375;-248;2,59
60;57,46;6,61;-7528;-9744;13688;-384;116;153;2,55
60;57,39;7,95;-8456;-9752;11644;-383;1552;416;2,58
60;57,24;8,84;-8712;-9840;13556;-410;1361;234;2,79
60;57,38;8,41;-7780;-9984;13464;-345;1236;324;2,62
60;57,46;9,96;-9588;-9948;12496;-403;569;-251;2,55
60;57,32;9,84;-8576;-9480;12736;-342;2406;274;2,71
60;57,58;9,2;-11980;-10140;12664;-393;1725;195;2,47
60;57,65;10,93;-11236;-10212;12684;-365;1195;-36;2,38
60;57,42;11,27;-10156;-10224;12192;-437;387;-85;2,57
60;57,63;10,29;-9160;-9416;12560;-247;2128;137;2,4
60;57,69;12,02;-11244;-10424;11828;-328;1404;122;2,31
60;57,52;12,82;-10868;-9852;12108;-309;898;88;2,52
60;57,66;12,46;-7888;-9808;13616;-302;77;-36;2,35
60;57,7;13,93;-10212;-10068;12268;-269;1403;-85;2,31
60;57,56;14,92;-11868;-10260;11972;-209;859;-391;2,48
60;57,65;14,63;-9080;-9948;12740;-298;252;-416;2,35
60;57,65;15,58;-6208;-10024;13636;-187;-323;-145;2,32
60;57,86;14,84;-9816;-9948;12048;-219;942;122;2,15
60;57,95;14,4;-10008;-10200;13120;-173;163;-2;2,06
60;57,91;15,72;-7992;-10272;12100;-195;-265;-110;2,02
60;58,05;14,47;-6816;-10352;13596;-132;-1044;-280;1,92
60;58,14;14,79;-10952;-10044;12320;-163;534;-410;1,88
60;58,12;16,18;-8900;-10012;13428;-188;164;-226;1,9
60;58,23;15,11;-8048;-10300;13324;-180;-671;-65;1,75
60;58,2;15,16;-8492;-10236;13548;-138;-1284;107;1,79
60;58,16;16,19;-9204;-10060;11748;-220;120;-97;1,8
60;58,21;15,22;-8236;-10008;13672;-142;-532;-270;1,81
60;58,19;15,3;-7836;-10116;13748;-165;-1103;-70;1,8
60;58,23;16,23;-11600;-10404;13968;-115;-1785;116;1,83
60;58,34;15,15;-7812;-10472;12500;-155;-330;65;1,6
60;58,31;15,12;-7572;-10008;13092;-142;-970;-191;1,66
60;58,32;15,98;-8864;-10268;14408;-98;-1599;-26;1,7
60;58,62;14,98;-12752;-10080;13472;-121;-2525;152;1,48
60;58,66;15,61;-7384;-9972;14268;-139;-1084;-186;1,33
60;58,65;16,54;-9864;-10148;13508;-112;-1585;33;1,37
60;58,95;15,44;-12244;-10480;13256;-175;-2447;82;1,1
60;58,88;16,33;-9836;-9988;12640;-118;-3055;117;1,11
60;58,94;17,32;-10056;-10128;12984;-146;-1462;-192;1,06
60;59,19;16,09;-11336;-10560;13056;-175;-2281;-135;0,83
60;59,13;17,27;-12240;-9452;12368;-114;-3067;147;0,93
60;59,04;18,03;-7384;-10116;11536;-221;-3911;-187;0,85
60;59,2;17,22;-12348;-10040;13280;-218;-2367;-12;0,87
60;59,07;18,3;-11364;-9956;12628;-238;-3244;94;0,95
60;59,14;19,1;-7860;-9500;13292;-298;-3848;-169;0,85
60;59,05;17,34;-2280;-10408;11876;-255;-4162;230;0,73
60;59,18;19,35;-13016;-10008;13000;-308;-3286;-234;0,88
60;59,22;20,33;-9576;-10140;11520;-311;-3874;160;0,71
60;59,02;18,4;-1812;-9964;10692;-309;-4025;25;0,72
60;59,09;18,64;7104;-10140;11204;-404;-3803;103;0,76
60;58,87;18,24;-13380;-10032;11720;-366;-3833;-50;1,17
60;58,71;16,53;-3120;-10172;11488;-417;-4087;-44;1,07
60;58,8;16,98;8552;-9712;12136;-480;-3353;110;1,15
60;58,77;14,47;16256;-10056;12408;-431;-2652;-60;1,34
60;58,56;14,36;-3976;-10224;11080;-397;-3493;201;1,22
60;58,5;15,05;5128;-9984;12020;-422;-3450;57;1,36
60;58,33;12,97;13988;-9852;12264;-354;-2570;-134;1,75
60;58,56;11,12;18028;-9948;13500;-345;-1607;35;1,62
60;58,23;11,69;3324;-10016;11204;-333;-3136;-3;1,56
60;58,02;9,96;10664;-10292;11724;-315;-2745;167;1,96
60;58,1;8,03;15032;-10272;12656;-355;-1913;256;2,0
60;58,08;6,55;17636;-9408;13168;-243;-1030;302;2,12
60;58,16;4,09;7376;-10156;12272;-323;-3129;224;1,76
60;58,17;2,17;13340;-10508;12264;-247;-2592;179;1,88
60;58,06;1,73;15648;-10324;12084;-289;-1776;269;2,05
60;58,28;-1,08;18632;-9816;12084;-272;-864;278;1,91
60;58,29;-1,54;11216;-10196;12216;-287;-2911;278;1,72
60;58,32;-1,36;17184;-10388;11888;-369;-2263;359;1,8
60;58,58;-4,1;19924;-9820;12216;-316;-1336;245;1,62
60;58,8;-4,61;20808;-10212;12780;-301;-239;120;1,41
60;58,7;-4,42;16024;-10276;12164;-319;-2390;-16;1,4
60;58,92;-6,96;19196;-9688;11596;-337;-1529;62;1,26
60;59,08;-7,55;20164;-10160;11304;-282;-1026;259;1,1
60;59,32;-8,73;19304;-9784;11780;-289;224;463;0,85
60;59,59;-11,19;16460;-9848;12968;-312;-2232;125;0,54
60;59,73;-11,83;19964;-9556;11424;-317;-1267;64;0,46
60;59,76;-12,83;22000;-10436;12588;-255;-673;404;0,42
60;60,08;-15,14;17664;-10216;11700;-280;110;173;0,03
60;60,2;-15,06;16928;-10280;13544;-275;-2273;93;-0,08
60;60,0;-14,94;20396;-9832;13188;-262;-1715;458;0,19
60;60,3;-17,24;20172;-10412;11700;-193;-993;183;-0,15
60;60,49;-17,22;19744;-10276;12324;-270;-306;-50;-0,33
60;60,66;-17,67;14932;-10276;13144;-231;-2321;100;-0,6
60;60,74;-19,55;16860;-10148;13068;-255;-2034;296;-0,63
60;60,86;-19,9;18920;-9860;12352;-251;-1337;406;-0,7
60;60,86;-20,38;19044;-10216;12024;-221;-893;295;-0,75
60;61,0;-22,28;12284;-10108;12808;-305;-2709;38;-1,0
60;61,09;-23,08;15028;-9832;13128;-234;-2339;-107;-0,99
60;60,94;-22,36;17172;-10148;12472;-237;-1799;-35;-0,85
60;61,13;-24,31;18908;-9980;12420;-232;-1255;117;-0,99
60;60,95;-23,74;6676;-10228;12172;-344;-3093;226;-1,1
60;60,72;-21,7;9916;-10148;12160;-288;-2771;-34;-0,8
60;60,6;-23,1;15264;-9912;12104;-279;-2282;-177;-0,53
60;60,72;-23,44;18212;-10012;13216;-297;-1599;270;-0,57
60;60,36;-22,36;2396;-9984;11104;-291;-3290;71;-0,63
60;59,96;-22,48;7976;-10140;11416;-349;-3199;-201;-0,09
60;60,06;-23,23;12832;-9624;13284;-308;-2572;108;0,01
60;59,51;-20,46;-4812;-10540;11540;-333;-3071;-40;0,27
60;59,1;-19,06;-1456;-10528;10320;-335;-3520;-186;0,56
60;58,95;-19,96;6216;-9980;11912;-412;-3146;277;0,91
60;58,87;-18,18;11240;-10260;12416;-371;-2621;-119;1,12
60;58,57;-17,95;-5764;-10304;12220;-352;-3095;64;1,29
60;58,35;-18,39;-908;-10584;11732;-330;-3152;165;1,4
60;58,21;-15,87;3144;-10188;12040;-321;-3110;-97;1,61
60;57,93;-16,36;7724;-10460;11484;-339;-2631;-156;1,94
60;57,77;-15,46;-5336;-9984;12812;-206;-2702;-152;2,14
60;57,63;-12,64;-2864;-10092;12176;-277;-2878;-228;2,21
60;57,42;-11,56;-1452;-10228;12664;-245;-3256;-202;2,43
60;57,38;-12,43;4536;-10028;12864;-225;-3015;-138;2,53
60;57,24;-9,13;-9332;-10636;12136;-208;-2426;-191;2,71
60;57,2;-7,2;-9516;-10204;11384;-209;-3047;-254;2,75
60;57,11;-7,4;-6760;-10396;10504;-281;-3341;-215;2,71
60;57,03;-4,85;-1504;-9868;11756;-254;-3253;-220;2,81
60;56,88;-2,98;-13072;-10684;12060;-283;-2252;22;3,16
60;57,03;-3,01;-13720;-10320;10916;-249;-2866;176;3,02
60;57,12;-0,06;-11256;-10172;10100;-302;-3553;-187;2,85
60;56,96;1,34;-4524;-10148;11676;-299;-3685;-60;2,89
60;57,2;1,39;-13964;-10904;12220;-282;-2405;109;2,84
60;57,22;3,33;-12828;-10568;11576;-314;-2612;-163;2,81
60;57,21;5,25;-11440;-10012;10680;-278;-3213;-181;2,78
60;57,29;4,53;-7136;-9884;11892;-325;-3487;197;2,62
60;57,39;7,13;-11808;-10628;12496;-241;-1839;-139;2,63
60;57,43;8,94;-13228;-10696;11416;-340;-2350;-289;2,59
60;57,56;8,47;-12720;-10396;11044;-286;-2859;-134;2,45
60;57,59;10,59;-10152;-10300;12056;-261;-3298;123;2,39
60;57,63;11,97;-10112;-10140;13752;-215;-1448;143;2,4
60;57,79;11,23;-10200;-10240;12696;-195;-1875;89;2,21
60;57,73;12,18;-9932;-10200;12388;-207;-2087;87;2,26
60;57,8;13,56;-11580;-9960;12216;-150;-2531;215;2,24
60;57,94;12,64;-6392;-9976;14380;-136;-799;81;2,06
60;57,9;12,94;-9332;-10132;13812;-107;-960;-271;2,12
60;57,89;13,88;-7528;-9932;14052;-100;-1546;-357;2,12
60;58,12;13,04;-9944;-10120;12900;-103;-1815;-102;1,89
60;58,01;13,78;-5904;-10172;12428;-100;-24;152;1,89
60;57,88;14,87;-8360;-10220;12960;-82;-580;-82;2,09
60;58,07;14,01;-8264;-9988;14100;-135;-846;-248;1,95
60;57,98;14,18;-9884;-9540;13688;-109;-1112;-244;2,08
60;57,95;15,34;-7676;-9788;11900;-163;185;-103;1,99
60;57,95;14,78;-8076;-9816;13016;-122;-45;-72;2,04
60;58,02;14,68;-7540;-10008;13684;-54;-442;96;1,97
60;58,01;15,64;-7344;-9932;14000;-96;-731;109;1,99
60;58,16;14,88;-8732;-9692;11800;-87;244;-71;1,81
60;58,32;14,7;-8708;-9672;12380;-101;-125;-332;1,66
60;58,29;15,61;-7064;-9924;13648;-28;-319;184;1,69
60;58,44;14,77;-8536;-9932;13700;3;-623;-284;1,58
60;58,63;14,8;-7924;-9488;12988;29;671;9;1,36
60;58,59;15,91;-7208;-9596;13268;-33;341;245;1,39
60;58,66;15,1;-7316;-9724;12996;42;-152;203;1,32
60;58,76;15,03;-9500;-9668;13124;23;-981;105;1,26
60;58,74;15,84;-6564;-9376;13580;112;339;90;1,26
60;58,7;15,33;-7880;-9848;13544;140;146;-87;1,31
60;58,87;15,16;-8616;-10248;13148;184;-695;-169;1,09
60;58,88;16,18;-10764;-9992;13468;179;-1340;-83;1,16
60;59,08;15,05;-7360;-9244;14476;56;131;54;0,98
60;59,32;14,7;-8592;-9896;13720;166;-2;60;0,67
60;59,39;15,67;-9960;-9512;13484;190;-851;125;0,66
60;59,6;14,89;-12316;-9676;12192;215;-1471;219;0,47
60;59,73;14,33;-6288;-9340;13532;154;191;163;0,24
60;59,75;15,22;-7252;-9556;14392;193;-581;164;0,27
60;60,05;14,18;-9804;-9648;14992;111;-1115;105;0,02
60;60,24;14,72;-12412;-9252;14032;118;-1960;115;-0,15
60;60,19;15,9;-6848;-9828;13724;10;-191;-243;-0,24
60;60,51;14,73;-8952;-8660;15156;-1;-1262;-114;-0,4
60;60,57;15,06;-10840;-9096;14480;-13;-2203;-148;-0,5
60;60,71;16,15;-12968;-9532;13968;-58;-2782;-87;-0,63
60;60,89;15,12;-10268;-9324;13836;-94;-1154;-337;-0,85
60;60,89;15,58;-10856;-9480;13612;-92;-1884;7;-0,87
60;60,98;16,5;-10512;-9416;14384;-175;-2736;-29;-0,94
60;61,15;15,37;-9960;-9476;12680;-192;-3647;-96;-1,17
60;61,11;15,99;-10996;-8876;15020;-209;-2153;-221;-1,02
60;61,19;16,99;-12668;-9848;11640;-190;-3110;-11;-1,2
60;61,11;15,69;-6856;-9724;11596;-270;-3659;30;-1,26
60;61,01;16,61;1348;-9732;10756;-323;-3894;162;-1,31
60;61,07;17,62;-10984;-9576;12652;-260;-3491;116;-1,08
60;60,91;15,89;-2732;-9548;11168;-305;-3903;186;-1,15
60;60,97;16,39;7244;-9232;11496;-391;-3598;208;-1,09
60;60,97;13,57;16624;-9528;12160;-349;-2566;218;-0,87
60;60,71;13,18;-108;-9740;11836;-361;-3923;78;-0,95
60;60,78;13,49;10404;-9460;12104;-410;-3152;-35;-0,81
60;60,87;10,44;19712;-9504;11804;-439;-1746;23;-0,72
60;61,1;9,27;22028;-8972;12952;-424;-470;155;-0,88
60;61,16;9,3;15140;-9168;11732;-479;-2645;251;-1,09
60;61,4;6,24;20772;-9348;12372;-414;-844;79;-1,22
60;61,67;5,45;20348;-8860;13764;-450;548;75;-1,47
60;61,47;5,02;14496;-8888;12284;-463;1557;158;-1,39
60;61,66;2,29;18064;-9096;12180;-487;-278;253;-1,52
60;61,79;1,69;17888;-9028;12804;-469;936;371;-1,65
60;61,92;0,07;13016;-8932;12900;-495;1878;156;-1,87
60;61,88;-1,54;6688;-8964;11520;-452;2205;158;-2,01
60;61,86;-1,92;16892;-9412;12860;-486;763;509;-1,76
60;61,99;-3,48;13708;-9368;11528;-482;1522;344;-1,98
60;62,02;-5,32;9560;-8476;12432;-517;2214;142;-2,03
60;61,88;-4,91;6912;-8936;12740;-510;2673;317;-1,96
60;61,92;-6,44;14612;-9396;11340;-473;1240;544;-1,9
60;62,02;-8,28;11412;-8800;12136;-510;1964;528;-2,02
60;61,94;-7,86;9348;-8320;13188;-486;2380;324;-1,91
60;61,78;-8,68;5220;-8760;13428;-418;3168;274;-1,85
60;61,95;-10,75;14316;-9256;11592;-412;1746;177;-1,91
60;61,94;-10,49;11440;-8452;12744;-366;2175;357;-1,88
60;62,0;-11,15;7368;-8244;13336;-337;3043;573;-2,01
60;61,92;-11,69;4528;-8120;13392;-236;3333;396;-1,95
60;61,84;-11,68;11216;-9088;10904;-232;1731;107;-1,86
60;61,99;-12,51;12204;-8524;12992;-237;2217;468;-1,93
60;62,01;-13,66;7272;-8480;13392;-180;2970;-7;-2,02
60;61,92;-12,87;4672;-8492;14072;-97;3016;369;-1,93
60;62,1;-13,83;14456;-9356;11528;-150;1493;56;-2,07
60;62,21;-15,32;9852;-8436;12928;-71;2026;26;-2,18
60;62,07;-14,68;6216;-8244;12856;-100;2151;198;-2,09
60;62,24;-15,95;18384;-8796;13248;-80;390;316;-2,08
60;62,49;-17,91;15532;-9344;12068;-87;1218;29;-2,42
60;62,52;-17,58;12792;-8740;12788;-75;1426;-134;-2,44
60;62,58;-18,02;9852;-8492;13112;-80;1829;62;-2,57
60;62,82;-19,63;17944;-8820;12972;-142;78;209;-2,67
60;62,76;-19,47;15496;-8696;12356;-118;722;-120;-2,64
60;62,84;-19,98;12788;-8796;12432;-185;1383;337;-2,81
60;62,99;-21,19;10436;-7752;13508;-186;1985;-33;-2,91
60;62,89;-20,46;9060;-8344;13684;-285;2513;249;-2,87
60;62,83;-20,88;13816;-8824;12456;-266;688;357;-2,78
60;62,88;-22,23;11632;-9068;12664;-325;1390;86;-2,89
60;62,74;-21,65;9876;-8620;13396;-270;1996;84;-2,72
60;62,54;-21,56;6484;-8368;12272;-329;2493;352;-2,62
60;62,6;-22,98;12480;-8692;11948;-344;1065;403;-2,57
60;62,5;-22,23;9372;-8300;12128;-334;1508;148;-2,5
60;62,42;-22,01;7276;-7940;12080;-393;2008;141;-2,46
60;62,35;-22,4;6184;-7988;12944;-441;2472;229;-2,38
60;62,2;-22,16;11032;-8928;11248;-447;1053;234;-2,24
60;62,07;-21,96;9480;-8932;12628;-381;1634;425;-2,1
60;62,07;-22,71;7776;-8652;13988;-447;2265;463;-2,08
60;61,97;-22,53;14112;-9120;12108;-507;915;562;-1,93
60;61,9;-22,62;11544;-8712;11300;-529;1589;658;-1,91
60;62,0;-23,79;11768;-7788;12568;-534;2105;678;-1,91
60;61,95;-22,88;8784;-7844;13852;-509;2994;574;-1,9
60;61,83;-23,55;14380;-9284;12888;-534;1035;541;-1,78
60;61,96;-24,88;13752;-9296;13368;-505;1999;468;-1,91
60;61,9;-23,97;9684;-8848;13580;-574;2453;287;-1,91
60;61,81;-23,77;5640;-8356;13232;-514;3054;211;-1,86
60;61,9;-24,61;15928;-8744;12368;-421;1771;268;-1,79
60;61,85;-23,76;11476;-8884;12748;-399;2253;194;-1,83
60;61,9;-23,67;8064;-8380;14036;-459;2977;230;-1,89
60;61,9;-23,6;1724;-7988;13864;-363;3120;175;-1,93
60;61,95;-22,88;15132;-8924;12784;-335;2185;326;-1,86
60;62,01;-22,87;10084;-8440;13856;-407;2537;193;-1,97
60;62,13;-23,34;6204;-7920;14544;-320;3243;246;-2,09
60;62,04;-21,64;1484;-8012;14112;-277;3272;258;-2,06
