Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;12500;6,6;-48,67;1812;-16404;584;801;369;108;53,44;47230,74;-0,21
60;12520;6,82;-46,57;-952;-16904;1512;945;-362;161;53,23;47283,98;-0,21
60;12540;7,06;-46,77;2356;-16648;848;1103;451;170;53,08;47337,06;-0,15
60;12560;7,36;-39,0;-1096;-16776;1376;1155;-426;159;52,63;47442,57;-0,26
60;12580;7,43;-39,34;936;-16516;524;1296;619;95;52,52;47495,09;-0,1
60;12600;7,42;-37,62;-304;-16968;1056;1427;-455;147;52,57;47547,66;0,05
60;12620;7,82;-35,09;2272;-16900;868;1585;-213;166;52,32;47599,98;-0,25
60;12640;8,29;-29,41;-4824;-16164;1324;1704;-94;117;51,93;47703,91;-0,06
60;12660;9,11;-30,63;5284;-17468;1332;1776;-101;145;51,14;47755,05;-0,79
60;12680;9,48;-31,41;2584;-15960;980;1813;-288;19;50,65;47805,7;-0,49
60;12700;10,03;-27,16;-8304;-16312;2576;1959;-1567;294;50,57;47856,27;-0,08
60;12720;10,52;-28,6;964;-16504;1092;2062;1075;19;49,35;47955,49;-0,51
60;12740;11,01;-24,35;-800;-17052;1916;2127;-1010;92;48,96;48004,45;-0,39
60;12760;11,38;-22,12;4064;-17868;1576;2247;11;281;48,79;48053,24;-0,18
60;12780;12,29;-23,49;11120;-16900;176;2232;901;-9;48,37;48101,61;-0,41
60;12800;13,16;-16,97;-4504;-16220;2780;2331;-2125;172;46,95;48196,17;-0,66
60;12820;13,91;-18,36;4692;-16540;1848;2497;669;199;46,2;48242,37;-0,75
60;12840;14,64;-16,92;4216;-16536;380;2420;-185;-158;45,46;48287,83;-0,75
60;12860;15,63;-15,41;-8724;-16576;2876;2499;-2464;263;44,83;48332,66;-0,63
60;12880;16,37;-13,54;4480;-17312;2180;2560;770;253;43,84;48376,51;-0,99
60;12900;17,17;-15,52;6748;-16960;260;2454;207;-130;43,2;48419,71;-0,64
60;12920;18,6;-9,02;-10240;-16648;3792;2540;-2946;227;41,76;48503,83;-0,6
60;12940;19,19;-9,06;-732;-16528;4704;2632;-443;433;40,83;48544,65;-0,93
60;12960;20,21;-8,05;11664;-16960;364;2718;2000;-100;40,3;48584,96;-0,52
60;12980;21,01;-7,07;-7132;-15512;2944;2584;-2797;133;39,36;48624,32;-0,94
60;13000;21,78;-3,12;-7444;-16336;4440;2608;-2302;473;38,67;48662,99;-0,69
60;13020;22,81;-6,95;8448;-16836;3176;2653;1417;315;37,34;48738,26;-0,59
60;13040;23,7;-6,1;8968;-16512;712;2490;1188;-153;36,53;48774,8;-0,81
60;13060;24,75;-5,06;-11648;-15760;3968;2443;-2840;110;35,77;48810,57;-0,76
60;13080;25,49;-1,34;-7452;-15264;4740;2457;-1839;560;34,9;48845,47;-0,87
60;13100;26,0;-4,61;3876;-16708;3912;2446;1102;250;33,83;48913,57;-0,44
60;13120;26,49;-4,39;11388;-17188;-1100;2381;2529;-80;33,76;48947,34;-0,07
60;13140;26,44;-2,27;-2324;-14756;2288;2112;-431;37;33,39;48980,73;-0,37
60;13160;26,64;0,97;-6668;-16868;6648;2064;-1705;278;33,65;49014,37;0,26
60;13180;26,55;0,51;-724;-15164;4132;2107;-1220;486;33,21;49080,97;-0,18
60;13200;26,58;0,23;7632;-16500;404;1978;1199;32;33,46;49114,43;0,26
60;13220;26,52;0,41;4344;-16244;1896;1820;1163;-90;33,4;49147,83;-0,07
60;13240;26,27;2,62;-2800;-14724;3408;1649;529;-14;33,72;49181,56;0,33
60;13260;26,2;5,09;-3324;-15912;4864;1545;-158;224;33,69;49249,06;-0,13
60;13280;25,99;3,95;1448;-15156;4520;1447;-1271;417;33,9;49282,96;0,21
60;13300;26,12;4,13;6416;-15744;4424;1338;-876;232;34,02;49316,99;0,12
60;13320;26,13;2,56;4580;-15916;3428;1209;-540;187;33,91;49350,89;-0,12
60;13340;25,71;4,6;2236;-15740;2340;1141;420;-26;33,99;49418,82;0,04
60;13360;25,63;6,49;-4084;-15816;3164;988;662;-38;34,26;49453,08;0,27
60;13380;25,41;7,7;-3980;-16088;3084;853;889;116;34,51;49487,59;0,25
60;13400;25,3;9,38;-1676;-15728;4748;751;211;138;34,66;49522,26;0,15
60;13420;25,21;8,08;-696;-15116;5760;537;-519;302;34,71;49591,71;-0,03
60;13440;24,93;7,69;3084;-14980;4480;419;-1225;257;35,0;49626,71;0,29
60;13460;24,85;7,63;3964;-15348;3800;347;-781;36;35,1;49661,8;0,1
60;13480;24,73;6,46;4460;-15616;4504;261;-697;239;35,29;49697,09;0,19
60;13500;24,29;7,01;2308;-15368;3760;176;-637;47;35,53;49768,01;0,14
60;13520;23,89;7,38;756;-15756;2872;131;350;-157;35,84;49803,85;0,31
60;13540;23,67;7,94;-1472;-15936;4704;123;781;-232;36,23;49840,07;0,39
60;13560;23,76;11,13;-4520;-15632;4264;-8;838;-240;36,24;49876,31;0,01
60;13580;23,74;12,88;-7756;-15688;3772;-131;813;-28;36,38;49948,95;0,1
60;13600;23,71;12,96;-3636;-15776;4384;-223;1429;-85;36,21;49985,17;-0,16
60;13620;23,55;15,11;-3264;-15336;4968;-308;1070;-36;36,41;50021,57;0,19
60;13640;23,51;16,97;-2832;-14600;4640;-437;845;-9;36,43;50058,0;0,03
60;13660;23,27;16,34;-824;-15296;4828;-456;912;49;36,6;50131,15;0,06
60;13680;23,26;15,31;888;-15096;4952;-455;221;130;36,63;50167,78;0,02
60;13700;23,3;16,79;1456;-14996;4928;-521;38;257;36,6;50204,38;-0,03
60;13720;23,28;15,75;3408;-15476;5656;-564;259;186;36,72;50241,1;0,12
60;13740;23,45;12,44;5112;-15512;5204;-556;513;259;36,59;50314,29;-0,02
60;13760;23,29;12,29;3628;-15424;4876;-543;-481;15;36,67;50350,96;0,08
60;13780;23,04;12,14;2288;-15404;5172;-573;-387;3;36,89;50387,84;0,22
60;13800;23,12;10,72;2652;-15124;4940;-569;-227;198;36,81;50424,66;-0,08
60;13820;23,07;8,19;4784;-15888;4560;-531;272;2;36,92;50498,47;0,02
60;13840;23,01;8,36;4288;-15592;4448;-561;-743;137;36,96;50535,43;0,04
60;13860;22,93;7,09;6156;-15940;4324;-513;-248;136;37,12;50572,55;0,16
60;13880;23,17;5,72;6412;-16032;6340;-409;561;213;36,98;50609,53;-0,14
60;13900;23,29;3,37;4876;-15516;5692;-373;1010;28;36,77;50683,13;-0,07
60;13920;23,5;3,33;7416;-16092;5328;-279;943;182;36,65;50719,78;-0,12
60;13940;23,51;4,26;4544;-14892;4992;-310;1716;-26;36,52;50756,3;-0,13
60;13960;23,61;3,81;520;-15268;6048;-76;2365;0;36,38;50792,68;-0,14
60;13980;23,79;3,18;-3312;-15148;5160;-50;1723;-125;36,18;50865,12;-0,09
60;14000;23,73;3,14;-2128;-15868;5208;98;1667;-62;36,19;50901,31;0,02
60;14020;23,65;5,17;-2884;-15844;4388;197;1376;-36;36,27;50937,58;0,07
60;14040;23,53;7,21;-3884;-15844;4388;219;143;-36;36,45;50974,03;0,18
60;14060;23,46;8,34;-3016;-15624;6548;425;-708;155;36,57;51047,13;0,05
60;14080;23,44;8,96;-2820;-15552;6748;563;-632;92;36,64;51083,76;0,06
60;14100;23,39;8,09;652;-14748;4672;502;-1604;131;36,53;51120,29;-0,1
60;14120;23,5;8,11;2620;-15296;6172;556;-1811;107;36,58;51156,88;0,05
60;14140;23,63;7,63;3436;-15192;5740;680;-1535;243;36,38;51229,72;-0,09
60;14160;23,76;7,84;3948;-15364;6048;777;-413;58;36,31;51266,03;-0,07
60;14180;23,81;8,09;1800;-15796;5832;986;1084;-5;36,2;51302,23;-0,11
60;14200;23,87;8,22;-1588;-15724;5928;1159;1389;-49;36,2;51338,42;-0,0
60;14220;23,86;8,24;-2528;-15824;5736;1183;1162;-115;36,1;51410,66;-0,04
60;14240;24,03;8,41;-4156;-15588;6300;1331;-261;-101;36,05;51446,71;-0,05
60;14260;24,15;7,73;-56;-14988;5984;1421;-1666;141;35,87;51482,57;-0,19
60;14280;24,38;6,68;2552;-14916;6380;1463;-1454;223;35,75;51518,32;-0,12
60;14300;24,69;4,6;4740;-14856;6004;1532;-830;170;35,37;51589,28;-0,22
60;14320;24,85;4,19;2404;-15556;6180;1649;1013;21;35,16;51624,44;-0,21
60;14340;25,03;5,69;-1492;-15508;5804;1839;1373;-90;34,98;51659,42;-0,18
60;14360;25,26;7,41;-4716;-15184;6244;1924;-250;41;34,94;51694,37;-0,03
60;14380;25,46;8,88;-3052;-14844;6320;1988;-1465;83;34,56;51763,73;-0,25
60;14400;25,65;8,83;2924;-14812;6724;2004;-1479;108;34,44;51798,17;-0,12
60;14420;25,9;8,1;5072;-15116;6604;2066;489;28;34,3;51832,47;-0,14
60;14440;26,12;7,82;-1520;-15516;6168;2169;1298;-162;33,98;51866,46;-0,32
60;14460;26,3;7,64;-1920;-15292;6624;2235;1048;-125;33,67;51933,93;-0,13
60;14480;26,47;8,1;-2548;-14684;6624;2277;-1691;40;33,57;51967,51;-0,1
60;14500;26,82;6,86;3156;-14408;7276;2220;-1652;220;33,34;52000,85;-0,23
60;14520;27,21;5,46;4272;-14960;6568;2303;1115;4;32,98;52033,83;-0,36
60;14540;27,42;4,53;-92;-14928;6512;2364;1490;1;32,52;52099,04;-0,18
60;14560;27,89;4,79;-6380;-14840;6996;2416;-98;-42;32,3;52131,34;-0,22
60;14580;28,25;3,79;2104;-14068;7544;2357;-2201;150;31,91;52163,25;-0,38
60;14600;28,66;2,52;6732;-14488;6808;2301;121;216;31,65;52194,9;-0,26
60;14620;28,99;1,12;1964;-14832;6900;2337;1706;116;30,96;52257,13;-0,31
60;14640;29,42;1,47;-5696;-14736;7136;2430;457;30;30,72;52287,85;-0,23
60;14660;29,73;0,99;956;-13776;7548;2312;-2378;318;30,4;52318,25;-0,32
60;14680;30,11;0,07;7040;-14276;7388;2257;231;328;30,22;52348,47;-0,18
60;14700;30,37;-1,08;668;-14848;6820;2322;1862;-94;29,53;52407,81;-0,28
60;14720;30,88;-0,85;-6596;-14516;7692;2330;-31;-9;29,3;52437,11;-0,23
60;14740;31,27;-1,82;2352;-13708;8140;2148;-2417;336;28,88;52465,99;-0,42
60;14760;31,72;-3,24;5828;-14252;7268;2101;1366;294;28,5;52494,49;-0,38
60;14780;31,87;-3,66;-1064;-14832;7088;2118;1945;-42;28,01;52550,65;-0,13
60;14800;32,14;-2,99;-5316;-13924;8068;2103;-1678;115;27,98;52578,62;-0,03
60;14820;32,4;-3,61;7912;-13776;8132;1876;-1201;202;27,85;52606,47;-0,13
60;14840;32,43;-2,61;0;-14372;7336;1909;2151;6;27,58;52634,05;-0,27
60;14860;32,65;-0,85;-6780;-14036;7672;1891;473;118;27,61;52661,66;0,03
60;14880;32,89;0,21;1652;-13148;8380;1661;-2470;182;27,13;52716,22;-0,3
60;14900;33,24;0,56;5272;-14120;7956;1625;1767;-163;26,84;52743,06;-0,29
60;14920;33,64;2,47;-6236;-13740;8036;1623;331;151;26,54;52769,59;-0,3
60;14940;34,01;3,71;-2616;-13020;8808;1489;-2424;35;26,17;52795,76;-0,36
60;14960;34,49;2,97;9008;-13684;8040;1327;700;-66;25,68;52847,29;-0,16
60;14980;34,7;3,24;-5140;-14124;7884;1357;1147;-32;25,33;52872,63;-0,35
60;15000;35,1;2,89;-5284;-13260;8736;1227;-2186;32;25,04;52897,67;-0,29
60;15020;35,6;0,95;8944;-13252;8560;995;124;172;24,68;52922,35;-0,36
60;15040;35,73;0,81;-5428;-14100;7684;1052;1579;39;24,24;52970,96;-0,14
60;15060;35,9;0,5;-1220;-12452;9140;917;-2611;230;24,16;52995,11;-0,08
60;15080;36,18;-0,87;9524;-13336;8228;682;-126;77;24,06;53019,17;-0,1
60;15100;36,19;-0,17;-5276;-14400;7944;725;1734;52;23,85;53043,02;-0,2
60;15120;36,32;0,64;-108;-12656;9520;649;-2713;215;23,71;53090,63;-0,19
60;15140;36,56;0,83;6792;-14060;8748;467;2137;-81;23,51;53114,14;-0,2
60;15160;36,78;2,69;-6180;-14028;8328;506;1181;28;23,28;53137,41;-0,24
60;15180;37,0;3,17;1668;-12320;9184;369;-2539;292;23,09;53160,5;-0,19
60;15200;37,26;2,32;3856;-14116;9112;268;2771;-171;22,7;53206,11;-0,22
60;15220;37,56;2,14;-6604;-13568;9016;233;-1684;63;22,52;53228,63;-0,18
60;15240;37,85;0,39;6000;-12612;8844;66;-1762;220;22,25;53250,88;-0,27
60;15260;37,92;0,07;-1824;-14008;8380;1;2906;-168;22,0;53272,88;-0,25
60;15280;38,07;0,96;-4380;-13020;9140;-64;-2567;166;21,93;53316,79;-0,06
60;15300;38,32;1,14;9292;-13600;9152;-159;1722;-27;21,82;53338,61;-0,11
60;15320;38,4;3,13;-6780;-14220;8424;-137;1586;-9;21,6;53360,21;-0,22
60;15340;38,49;3,48;2620;-12680;9644;-254;-2452;51;21,55;53381,76;-0,06
60;15360;38,62;2,91;1732;-14112;9452;-282;2807;-8;21,29;53424,51;-0,19
60;15380;38,81;2,69;-5596;-12864;9204;-325;-2427;106;21,23;53445,74;-0,06
60;15400;38,87;1,68;8844;-13024;9008;-440;-355;61;21,27;53467,01;0,04
60;15420;38,88;2,26;-6768;-13840;8616;-360;1332;-65;21,14;53488,15;-0,12
60;15440;38,92;2,71;4836;-12544;9428;-493;-1993;323;21,11;53530,39;-0,03
60;15460;38,81;2,74;-1736;-13952;9060;-436;2882;-98;21,08;53551,48;-0,02
60;15480;38,9;2,77;-5740;-13052;8520;-446;-1513;31;21,11;53572,58;0,02
60;15500;39,03;1,46;8932;-12996;9204;-533;968;66;21,12;53593,7;0,01
60;15520;39,12;1,68;-7624;-13388;8984;-441;71;50;20,93;53635,52;0,05
60;15540;39,18;1,63;7280;-12672;9484;-483;-705;266;20,92;53656,44;-0,01
60;15560;39,13;2,91;-660;-13884;9344;-400;2921;-52;20,78;53677,22;-0,14
60;15580;39,14;3,91;-2652;-12352;9616;-377;-2614;274;20,89;53698,11;0,11
60;15600;39,29;3,11;5000;-13608;9568;-399;2706;-70;20,69;53739,63;-0,14
60;15620;39,51;2,82;-5324;-12576;9196;-356;-2173;158;20,52;53760,15;-0,17
60;15640;39,56;1,98;7924;-12616;9376;-403;10;347;20,56;53780,72;0,04
60;15660;39,57;2,75;-7924;-13600;9384;-282;439;44;20,53;53801,25;-0,04
60;15680;39,6;2,61;7032;-12828;9752;-364;-1259;268;20,49;53842,24;-0,02
60;15700;39,64;3,32;-7192;-13700;9048;-220;1389;74;20,39;53862,63;-0,1
60;15720;39,74;2,69;-1872;-12340;9604;-279;-2878;89;20,27;53882,89;-0,12
60;15740;39,78;1,86;4064;-13852;9676;-176;2641;-34;20,21;53903,11;-0,05
60;15760;40,0;2,35;-3864;-12376;9512;-195;-2855;186;20,0;53943,19;-0,09
60;15780;40,17;1,78;9288;-13044;9392;-189;839;-87;19,96;53963,15;-0,04
60;15800;40,25;2,34;-7380;-13288;8756;-32;-1171;12;19,8;53982,96;-0,16
60;15820;40,41;1,27;9684;-12712;9144;-137;495;-175;19,77;54002,73;-0,03
60;15840;40,49;1,82;-9172;-13628;8664;-6;-836;-5;19,57;54041,79;0,08
60;15860;40,66;2,09;6408;-12644;10192;-58;-1722;-163;19,44;54061,23;-0,14
60;15880;40,81;4,0;-7216;-13476;9372;67;1624;-53;19,25;54080,48;-0,19
60;15900;40,98;3,74;6256;-12592;10556;40;-1954;-118;19,16;54099,63;-0,09
60;15920;41,06;3,62;-6276;-13752;9420;169;2011;-19;18,91;54137,6;-0,15
60;15940;40,98;3,61;-524;-12420;9948;83;-2889;140;19,0;54156,6;0,08
60;15960;40,83;3,5;1868;-13756;9460;256;3153;-178;19,1;54175,7;0,1
60;15980;40,88;4,2;-296;-12460;10208;218;-2844;235;19,17;54194,87;0,07
60;16000;41,01;3,73;-328;-13780;9788;360;2910;-203;18,87;54232,83;-0,21
60;16020;41,21;3,43;-4216;-12200;10268;313;-2732;127;18,85;54251,68;-0,02
60;16040;41,16;3,39;5792;-13816;9424;414;2999;-173;18,85;54270,52;-0,01
60;16060;41,37;4,45;-2400;-12196;10424;467;-2938;191;18,72;54289,25;-0,12
60;16080;41,43;3,35;2584;-13924;9576;563;3015;37;18,43;54326,29;-0,18
60;16100;41,49;3,94;-5536;-12100;10180;572;-2518;240;18,6;54344,88;0,16
60;16120;41,47;3,4;7072;-13660;9576;626;2579;18;18,59;54363,47;-0,01
60;16140;41,69;4,52;-3020;-12080;10276;636;-2952;24;18,41;54381,87;-0,18
60;16160;41,89;3,67;4328;-13752;9716;760;3003;-30;18,03;54418,14;-0,21
60;16180;42,15;3,62;-7656;-12344;9720;747;-2435;17;17,97;54436,11;-0,06
60;16200;42,31;2,13;8156;-13808;9836;782;2689;-65;17,78;54453,89;-0,19
60;16220;42,36;2,47;-3168;-12176;11004;847;-3065;168;17,79;54471,68;0,01
60;16240;42,59;1,83;2448;-13616;10152;926;3067;-141;17,31;54506,57;-0,28
60;16260;42,79;1,67;-5480;-12164;10520;910;-2834;184;17,29;54523,87;-0,02
60;16280;42,81;1,59;5268;-13492;9880;995;2918;-79;17,2;54541,07;-0,09
60;16300;43,07;2,42;-108;-11816;10796;942;-3143;24;17,04;54558,1;-0,16
60;16320;43,27;2,29;-3032;-13232;10120;1100;2637;62;16,64;54591,64;-0,25
60;16340;43,33;2,14;-992;-11640;10676;993;-3274;11;16,71;54608,35;0,07
60;16360;43,24;2,63;-1652;-13288;9776;1130;2763;-26;16,71;54625,06;-0,0
60;16380;43,55;2,74;5760;-11908;10656;1065;-2357;196;16,64;54641,7;-0,07
60;16400;43,61;2,06;-376;-13308;10228;1161;2911;-190;16,27;54674,41;-0,17
60;16420;43,74;2,23;4768;-11972;10724;1048;-2566;191;16,32;54690,73;0,05
60;16440;44,07;3,97;-8432;-12584;10128;1207;1628;-88;16,07;54706,8;-0,25
60;16460;44,38;2,36;9480;-12040;10036;1067;-508;114;15,84;54722,64;-0,23
60;16480;44,75;3,11;-8072;-12484;10100;1222;1485;-1;15,28;54753,39;-0,2
60;16500;45,15;3,03;9960;-12004;10000;1097;-97;306;14,99;54768,38;-0,29
60;16520;45,54;4,32;-10192;-11668;10636;1172;-1552;191;14,69;54783,06;-0,3
60;16540;45,75;2,68;7156;-12876;10032;1133;2627;34;14,32;54797,39;-0,37
60;16560;46,16;3,39;-8880;-11296;10596;1128;-2263;222;13,94;54825,55;-0,27
60;16580;46,23;2,3;5900;-12888;10160;1127;2883;-33;13,72;54839,27;-0,23
60;16600;46,55;0,96;1392;-10956;11492;1072;-3107;68;13,52;54852,79;-0,19
60;16620;46,56;1,1;-4580;-12444;10352;1171;2432;-207;13,47;54866,26;-0,06
60;16640;46,87;1,39;3804;-11280;11484;1005;-2996;130;13,27;54879,53;-0,19
60;16660;47,07;0,87;-7212;-12200;10600;1129;1759;8;12,93;54905,55;-0,17
60;16680;47,23;0,52;9416;-11844;10428;1017;-260;123;12,88;54918,43;-0,04
60;16700;47,64;2,31;-9080;-11288;10644;1029;-1419;-7;12,54;54930,97;-0,34
60;16720;47,86;0,84;9224;-11700;10048;949;386;33;12,3;54943,28;-0,24
60;16740;48,1;1,49;-7632;-10892;10880;951;-2255;76;11,97;54967,31;-0,09
60;16760;48,29;1,68;6244;-12484;10540;922;2963;-27;11,68;54978,99;-0,29
60;16780;48,45;1,08;1656;-10880;11724;808;-3190;203;11,62;54990,6;-0,06
60;16800;48,49;0,23;1624;-12808;10720;922;3075;-44;11,46;55002,06;-0,16
60;16820;48,68;-0,49;6136;-10964;11296;764;-2322;83;11,35;55024,97;-0,21
60;16840;48,99;-0,09;-10824;-11180;10644;904;97;41;11,17;55036,15;-0,18
60;16860;49,17;-1,82;9616;-11744;10116;726;1784;178;10,94;55047,08;-0,24
60;16880;49,31;-1,02;-10588;-10576;10992;764;-1644;196;10,95;55058,03;0,01
60;16900;49,49;-1,83;6492;-12468;10624;705;2930;-48;10,42;55079,05;-0,19
60;16920;49,58;-2,72;2128;-10400;11684;572;-3062;260;10,44;55089,49;0,03
60;16940;49,64;-1,25;-6860;-11504;11304;728;1713;61;10,43;55099,93;-0,01
60;16960;49,93;-1,35;7812;-11104;11764;477;-1926;65;10,22;55110,15;-0,21
60;16980;49,96;-0,78;-9748;-10964;10820;551;-189;234;10,12;55130,33;0,06
60;17000;50,17;-0,71;9480;-11632;10116;471;2117;-172;9,87;55140,2;-0,25
60;17020;50,3;-0,18;-3176;-10084;11520;346;-3351;317;9,76;55149,95;-0,12
60;17040;50,37;-1,6;6220;-12196;10780;372;3126;-198;9,61;55159,56;-0,15
60;17060;50,55;-2,07;4712;-10476;11980;242;-2845;235;9,47;55178,66;-0,16
60;17080;50,73;-1,41;-10608;-11012;10568;271;1046;-56;9,37;55188,03;-0,1
60;17100;50,81;-2,95;9716;-11316;10092;149;1262;5;9,25;55197,28;-0,12
60;17120;50,94;-1,26;-11204;-10108;10676;171;-1118;22;9,27;55206,54;0,02
60;17140;51,06;-1,91;7444;-11872;10780;-3;2716;-14;8,87;55224,42;-0,13
60;17160;51,14;-2,82;2204;-10276;12900;-2;-3239;47;8,91;55233,33;0,03
60;17180;51,09;-1,44;-6204;-11416;11368;81;1933;10;8,91;55242,23;-0,0
60;17200;51,24;-1,4;7048;-10884;11904;-105;-2007;152;8,83;55251,07;-0,07
60;17220;51,19;-0,65;-10184;-10436;11016;-100;-437;171;8,9;55268,76;0,11
60;17240;51,35;-0,73;9612;-11744;10900;-179;2500;70;8,66;55277,42;-0,24
60;17260;51,41;-1,67;1192;-10004;12072;-263;-3387;200;8,6;55286,02;-0,06
60;17280;51,16;-1,76;300;-12060;11548;-161;3105;-162;8,71;55294,73;0,11
60;17300;51,13;-2,58;9720;-10940;11960;-283;-1319;258;8,94;55312,63;-0,01
60;17320;51,25;-2,17;-9828;-10300;11264;-198;-1328;65;8,85;55321,48;-0,09
60;17340;51,43;-2,13;9744;-11240;11004;-280;1396;143;8,62;55330,1;-0,23
60;17360;51,4;-2,12;-3524;-9836;11120;-321;-2992;33;8,59;55338,69;-0,03
60;17380;51,42;-2,27;-3684;-11628;11848;-255;2539;-92;8,52;55347,21;-0,07
60;17400;51,31;-3,14;10348;-11076;11280;-327;66;197;8,76;55364,72;-0,0
60;17420;51,5;-3,04;-10500;-10812;11716;-347;-250;-42;8,6;55373,32;-0,16
60;17440;51,37;-4,0;8240;-11596;10676;-381;2611;17;8,6;55381,93;0,0
60;17460;51,42;-3,34;1800;-10152;11760;-491;-3103;242;8,56;55390,48;-0,05
60;17480;51,34;-2,55;-8320;-11180;11796;-320;1225;-159;8,68;55407,7;0,13
60;17500;51,43;-3,06;9448;-11100;11812;-413;-711;75;8,63;55416,33;-0,05
60;17520;51,51;-2,67;-8720;-10092;11572;-347;-1822;224;8,59;55424,92;-0,04
60;17540;51,31;-3,33;3728;-12156;11192;-320;3344;-106;8,55;55433,47;-0,03
60;17560;51,49;-3,25;7884;-10708;12156;-419;-1775;86;8,59;55442,06;0,03
60;17580;51,34;-2,69;-7304;-11288;11988;-254;1770;-12;8,66;55459,24;0,13
60;17600;51,42;-2,67;10284;-11352;11068;-319;1245;150;8,63;55467,88;-0,02
60;17620;51,41;-2,51;-3772;-9760;11324;-354;-3255;203;8,59;55476,46;-0,05
60;17640;51,3;-2,48;-4136;-11608;11504;-300;2474;-40;8,62;55485,08;0,03
60;17660;51,35;-2,94;5808;-10596;12208;-460;-2465;68;8,66;55502,44;-0,03
60;17680;51,52;-2,86;-10000;-10836;12104;-334;-244;75;8,57;55511,01;-0,09
60;17700;51,43;-2,84;8168;-11572;11232;-354;2657;6;8,55;55519,56;-0,02
60;17720;51,51;-2,53;2876;-10212;11900;-447;-3056;121;8,48;55528,04;-0,08
60;17740;51,46;-2,74;-3876;-11956;11640;-217;2688;-84;8,45;55536,49;-0,03
60;17760;51,36;-3,56;9740;-11460;11852;-301;-27;153;8,68;55553,88;-0,02
60;17780;51,54;-3,72;-7696;-9688;11500;-339;-2794;130;8,55;55562,43;-0,14
60;17800;51,38;-2,52;-2092;-12112;11524;-184;2784;-11;8,47;55570,9;-0,08
60;17820;51,4;-3,33;5216;-10060;11852;-332;-2700;0;8,64;55579,54;0,17
60;17840;51,56;-2,28;-10220;-10892;12116;-205;-492;71;8,53;55596,6;0,01
60;17860;51,56;-2,3;6772;-11752;10964;-120;3059;-110;8,36;55604,96;-0,17
60;17880;51,64;-3,64;5040;-10136;12116;-317;-2672;-108;8,39;55613,36;0,03
60;17900;51,7;-1,88;-6676;-11644;11712;-70;1868;-60;8,28;55621,64;-0,11
60;17920;51,89;-1,85;10532;-11800;11636;-104;1246;89;8,18;55629,82;-0,1
60;17940;52,06;-1,44;-2896;-9452;11724;-225;-3339;199;7,94;55645,8;-0,1
60;17960;52,07;-1,5;-5968;-11744;11836;41;1815;-14;7,87;55653,67;-0,07
60;17980;52,18;-3,05;10160;-10904;12432;-186;-1149;-85;7,92;55661,59;0,06
60;18000;52,3;-1,52;-8984;-10232;12320;14;-2117;26;7,83;55669,42;-0,1
60;18020;52,12;-1,64;664;-12200;10968;-12;2992;-276;7,65;55684,73;-0,01
60;18040;52,18;-1,11;3336;-9668;12296;-57;-2868;308;7,85;55692,58;0,2
60;18060;52,34;0,12;-9988;-10892;12252;-10;98;153;7,76;55700,34;-0,08
60;18080;52,36;-0,93;8324;-12100;11500;58;2715;133;7,62;55707,96;-0,14
60;18100;52,53;-1,37;4036;-9744;12352;12;-2592;268;7,49;55723,08;-0,13
60;18120;52,52;-1,28;-5784;-11348;11172;143;2189;-131;7,4;55730,48;-0,09
60;18140;52,4;-2,17;9372;-11536;11384;92;1020;7;7,62;55738,1;0,22
60;18160;52,4;-1,27;-2996;-9436;11944;-13;-3199;165;7,65;55745,75;0,02
60;18180;52,44;-0,56;-6616;-11492;11848;219;1748;-37;7,51;55760,79;-0,03
60;18200;52,51;-0,54;8636;-10724;12236;14;-1060;49;7,55;55768,34;0,05
60;18220;52,72;0,56;-8684;-9928;11960;157;-2110;73;7,41;55775,75;-0,15
60;18240;52,56;0,38;144;-12216;11084;133;2890;-120;7,27;55783,02;-0,14
60;18260;52,53;-0,62;8836;-10852;11612;71;-764;32;7,5;55798,11;-0,1
60;18280;52,66;-0,61;-8752;-10540;12128;79;-122;-46;7,41;55805,52;-0,09
60;18300;52,67;-1,93;7532;-12028;11356;185;2646;-130;7,28;55812,8;-0,12
60;18320;52,67;-2,0;6492;-10028;11880;-6;-2186;327;7,4;55820,2;0,11
60;18340;52,61;-1,2;-9696;-10224;11784;139;-1166;48;7,48;55835,0;0,16
60;18360;52,77;-1,17;9108;-11444;11724;166;1807;75;7,25;55842,24;-0,23
60;18380;52,85;-1,19;628;-9488;12584;19;-2927;133;7,19;55849,44;-0,06
60;18400;52,98;-1,06;-9328;-10620;12076;236;58;26;7,13;55856,57;-0,06
60;18420;52,98;-1,8;6820;-11888;11580;305;2786;-8;6,93;55870,51;-0,09
60;18440;52,92;-2,02;-864;-9424;12460;152;-2988;323;7,11;55877,62;0,18
60;18460;52,9;-0,63;-7592;-10784;12260;259;986;62;7,16;55884,77;0,05
60;18480;53,01;-0,72;8788;-11628;11796;260;2244;-112;7,02;55891,8;-0,13
60;18500;53,23;-1,2;4156;-9404;12244;213;-2624;158;6,79;55905,55;-0,16
60;18520;53,28;-1,15;-6352;-11136;11832;384;1641;-86;6,68;55912,23;-0,11
60;18540;53,37;-2,69;9384;-11300;11724;272;1758;-72;6,67;55918,9;-0,01
60;18560;53,28;-2,68;1016;-9196;12248;116;-2921;129;6,77;55925,67;0,11
